ID,NAME,SEGMENT,COUNTRY,CITY,STATE,POSTAL_CODE,REGION
AH-10585,Angele Hood,Consumer,United States,Chicago,Illinois,60623,Central
NF-18475,Neil Französisch,Home Office,United States,Rockford,Illinois,61107,Central
BS-11365,Bill Shonely,Corporate,United States,New York City,New York,10011,East
SH-20635,Stefanie Holloman,Corporate,United States,Jackson,Tennessee,38301,South
RD-19720,Roger Demir,Consumer,United States,Daytona Beach,Florida,32114,South
AG-10330,Alex Grayson,Consumer,United States,Stockton,California,95207,West
GR-14560,Georgia Rosenberg,Corporate,United States,San Francisco,California,94110,West
VS-21820,Vivek Sundaresam,Consumer,United States,Los Angeles,California,90036,West
TM-21490,Tony Molinari,Consumer,United States,Oklahoma City,Oklahoma,73120,Central
TS-21430,Tom Stivers,Corporate,United States,Los Angeles,California,90045,West
DB-13360,Dennis Bolton,Home Office,United States,New York City,New York,10009,East
NR-18550,Nick Radford,Consumer,United States,Aurora,Illinois,60505,Central
CS-11860,Cari Schnelling,Consumer,United States,Jacksonville,North Carolina,28540,South
MF-18250,Monica Federle,Corporate,United States,Los Angeles,California,90036,West
LW-17125,Liz Willingham,Consumer,United States,Norwich,Connecticut,6360,East
AR-10345,Alex Russell,Corporate,United States,Lawrence,Massachusetts,1841,East
KS-16300,Karen Seio,Corporate,United States,Lehi,Utah,84043,West
AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103,West
LR-17035,Lisa Ryan,Corporate,United States,Philadelphia,Pennsylvania,19134,East
SS-20410,Shahid Shariari,Consumer,United States,Los Angeles,California,90008,West
JM-15580,Jill Matthias,Consumer,United States,Monroe,North Carolina,28110,South
JK-15325,Jason Klamczynski,Corporate,United States,Dallas,Texas,75220,Central
DM-13525,Don Miller,Corporate,United States,Houston,Texas,77070,Central
ML-18265,Muhammed Lee,Consumer,United States,Seattle,Washington,98103,West
MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036,West
FC-14245,Frank Carlisle,Home Office,United States,Lakewood,Ohio,44107,East
TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140,East
JK-16090,Juliana Krohn,Consumer,United States,Omaha,Nebraska,68104,Central
SB-20185,Sarah Brown,Consumer,United States,Concord,New Hampshire,3301,East
BG-11035,Barry Gonzalez,Consumer,United States,Monroe,Louisiana,71203,South
BW-11065,Barry Weirich,Consumer,United States,Raleigh,North Carolina,27604,South
MG-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,32216,South
DO-13645,Doug O'Connell,Consumer,United States,Los Angeles,California,90036,West
BP-11050,Barry Pond,Corporate,United States,Cranston,Rhode Island,2920,East
TS-21655,Trudy Schmidt,Consumer,United States,Milwaukee,Wisconsin,53209,Central
EM-14200,Evan Minnotte,Home Office,United States,Virginia Beach,Virginia,23464,South
AO-10810,Anthony O'Donnell,Corporate,United States,Los Angeles,California,90045,West
MH-17440,Mark Haberlin,Corporate,United States,New York City,New York,10035,East
SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South
LD-16855,Lela Donovan,Corporate,United States,Chicago,Illinois,60653,Central
VP-21760,Victoria Pisteka,Corporate,United States,San Francisco,California,94109,West
TC-21145,Theresa Coyne,Corporate,United States,Lakewood,New Jersey,8701,East
IM-15055,Ionia McGrath,Consumer,United States,Roseville,California,95661,West
AR-10570,Anemone Ratner,Consumer,United States,Columbus,Georgia,31907,South
CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,Central
FW-14395,Fred Wasserman,Corporate,United States,Huntsville,Alabama,35810,South
LC-16960,Lindsay Castell,Home Office,United States,Arlington,Virginia,22204,South
HE-14800,Harold Engle,Corporate,United States,Chicago,Illinois,60623,Central
BD-11560,Brendan Dodson,Home Office,United States,Fresno,California,93727,West
HD-14785,Harold Dahlen,Home Office,United States,Philadelphia,Pennsylvania,19143,East
CJ-11875,Carl Jackson,Corporate,United States,Philadelphia,Pennsylvania,19140,East
RS-19870,Roy Skaria,Home Office,United States,Burlington,Iowa,52601,Central
SC-20845,Sung Chung,Consumer,United States,Arlington Heights,Illinois,60004,Central
RE-19405,Ricardo Emerson,Consumer,United States,Kent,Ohio,44240,East
SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,43055,East
